id,desc,details,date
photos_44,"I took a photo of Cherry blossom at the plaza of Tokyo's Shibadaimon (""Spring in the city."") ","I took a photo of Cherry blossom at the plaza of Tokyo's Shibadaimon (""Spring in the city."") ",2019-03-29 16:15:45+09:00
photos_45,"I took a photo of Yoga at the tower of Tokyo's Shibakoen (""Finding balance."") ","I took a photo of Yoga at the tower of Tokyo's Shibakoen (""Finding balance."") ",2019-03-29 16:23:59+09:00
photos_46,I took a photo of Picnic at the picnic area of Tokyo's Shibakoen (Enjoying a picnic in the park.) ,I took a photo of Picnic at the picnic area of Tokyo's Shibakoen (Enjoying a picnic in the park.) ,2019-03-29 16:24:07+09:00
photos_47,"I took a photo of Cherry blossom at the tower of Tokyo's Shiba Junior & Senior High School (""A touch of spring."") ","I took a photo of Cherry blossom at the tower of Tokyo's Shiba Junior & Senior High School (""A touch of spring."") ",2019-03-29 16:24:56+09:00
photos_48,"I took a photo of Cherry blossom at the tower of Tokyo's Shibakoen (""A touch of spring."") ","I took a photo of Cherry blossom at the tower of Tokyo's Shibakoen (""A touch of spring."") ",2019-03-29 16:25:06+09:00
photos_49,"I took a photo of Cherry blossom at the tower of Tokyo Prince Hotel (""A touch of spring."") ","I took a photo of Cherry blossom at the tower of Tokyo Prince Hotel (""A touch of spring."") ",2019-03-29 16:26:16+09:00
photos_50,I took a photo of Katsuobushi at the restaurant of Exploring Roppongi Hills (Freshly shaved Katsuobushi.) ,I took a photo of Katsuobushi at the restaurant of Exploring Roppongi Hills (Freshly shaved Katsuobushi.) ,2019-03-29 18:25:08+09:00
photos_51,"I took a photo of Dining room at the conference room of Exploring Roppongi Hills (""A place to gather and share ideas."") ","I took a photo of Dining room at the conference room of Exploring Roppongi Hills (""A place to gather and share ideas."") ",2019-03-29 18:25:24+09:00
photos_52,"I took a photo of Anago at the sushi bar of Exploring Roppongi Hills (""Freshly made Anago sushi!"") ","I took a photo of Anago at the sushi bar of Exploring Roppongi Hills (""Freshly made Anago sushi!"") ",2019-03-29 18:26:53+09:00
photos_53,I took a photo of Katsuobushi at the restaurant of Exploring Roppongi Hills (Freshly shaved Katsuobushi.) ,I took a photo of Katsuobushi at the restaurant of Exploring Roppongi Hills (Freshly shaved Katsuobushi.) ,2019-03-29 18:27:16+09:00
photos_54,"I took a photo of Osechi at the sushi bar of Exploring Roppongi Hills, Tokyo (Freshly prepared osechi sushi.) ","I took a photo of Osechi at the sushi bar of Exploring Roppongi Hills, Tokyo (Freshly prepared osechi sushi.) ",2019-03-29 19:20:53+09:00
photos_55,"I took a photo of Taro cake at the restaurant of Exploring Roppongi Hills, Tokyo (Delicious Taro Cake!) ","I took a photo of Taro cake at the restaurant of Exploring Roppongi Hills, Tokyo (Delicious Taro Cake!) ",2019-03-29 21:28:05+09:00
photos_56,"I took a photo of Aircraft cabin at the airplane cabin of Narita, Japan (Ready for takeoff.) ","I took a photo of Aircraft cabin at the airplane cabin of Narita, Japan (Ready for takeoff.) ",2019-03-30 14:15:37+09:00
photos_57,"I took a photo of Espressino at the coffee shop of Cama Cafe in Huashan, Taipei (Caffeine fix.) ","I took a photo of Espressino at the coffee shop of Cama Cafe in Huashan, Taipei (Caffeine fix.) ",2019-03-31 10:51:04+08:00
photos_58,"I took a photo of Coffeehouse at the coffee shop of Cama Cafe in Huashan, Taipei (""A cozy spot for coffee and conversation."") ","I took a photo of Coffeehouse at the coffee shop of Cama Cafe in Huashan, Taipei (""A cozy spot for coffee and conversation."") ",2019-03-31 10:51:41+08:00
photos_59,"I took a photo of Coffeehouse at the coffee shop of Cama Cafe in Huashan, Taipei (""A cozy spot for coffee and conversation."") ","I took a photo of Coffeehouse at the coffee shop of Cama Cafe in Huashan, Taipei (""A cozy spot for coffee and conversation."") ",2019-03-31 11:17:52+08:00
photos_60,"I took a photo of Coffeehouse at the coffee shop of Cama Cafe in Huashan, Taipei (""A cozy spot for coffee and conversation."") ","I took a photo of Coffeehouse at the coffee shop of Cama Cafe in Huashan, Taipei (""A cozy spot for coffee and conversation."") ",2019-03-31 11:17:57+08:00
photos_61,"I took a photo of Award at the coffee shop of Cama Cafe in Huashan, Taipei (""Celebrating success!"") ","I took a photo of Award at the coffee shop of Cama Cafe in Huashan, Taipei (""Celebrating success!"") ",2019-03-31 11:23:27+08:00
photos_62,"I took a photo of Café at the sushi bar of Cama Cafe in Huashan, Taipei (Fresh sushi and drinks.) ","I took a photo of Café at the sushi bar of Cama Cafe in Huashan, Taipei (Fresh sushi and drinks.) ",2019-03-31 11:29:26+08:00
photos_63,"I took a photo of Café at the bar of Cama Cafe in Huashan, Taipei (""A cozy spot for a cup of coffee."") ","I took a photo of Café at the bar of Cama Cafe in Huashan, Taipei (""A cozy spot for a cup of coffee."") ",2019-03-31 11:29:35+08:00
photos_64,"I took a photo of Skyscraper at the skyscraper of Exploring Eslite XinYi Store (""Reaching new heights."") ","I took a photo of Skyscraper at the skyscraper of Exploring Eslite XinYi Store (""Reaching new heights."") ",2019-03-31 13:38:53+08:00
photos_65,"I took a photo of Tower running at the skyscraper of Exploring Eslite XinYi Store (""Reaching new heights."") ","I took a photo of Tower running at the skyscraper of Exploring Eslite XinYi Store (""Reaching new heights."") ",2019-03-31 13:38:56+08:00
photos_66,"I took a photo of Landmark at the tower of Exploring Taipei City Hall (""A view from the top."") ","I took a photo of Landmark at the tower of Exploring Taipei City Hall (""A view from the top."") ",2019-03-31 14:02:19+08:00
photos_67,"I took a photo of Presidential palace at the conference center of Exploring Xinglong Village, Taiwan (""The seat of power."") ","I took a photo of Presidential palace at the conference center of Exploring Xinglong Village, Taiwan (""The seat of power."") ",2019-03-31 14:07:01+08:00
photos_68,"I took a photo of Impatiens at the botanical garden of Exploring Xinglong Village, Taiwan (""A burst of color."") ","I took a photo of Impatiens at the botanical garden of Exploring Xinglong Village, Taiwan (""A burst of color."") ",2019-03-31 14:08:35+08:00
photos_69,"I took a photo of Presidential palace at the legislative chamber of ""Exploring Sun Yat-sen Memorial Hall"" (""The seat of power."") ","I took a photo of Presidential palace at the legislative chamber of ""Exploring Sun Yat-sen Memorial Hall"" (""The seat of power."") ",2019-03-31 14:11:10+08:00
photos_70,"I took a photo of White mulberry at the coffee shop of Bigtom美國冰淇淋咖啡館 in Chezeng, Taipei (""A sweet treat!"") ","I took a photo of White mulberry at the coffee shop of Bigtom美國冰淇淋咖啡館 in Chezeng, Taipei (""A sweet treat!"") ",2019-03-31 14:25:17+08:00
photos_71,"I took a photo of Coffeehouse at the coffee shop of Cama Cafe in Huashan, Taipei (""A cozy spot for coffee and conversation."") ","I took a photo of Coffeehouse at the coffee shop of Cama Cafe in Huashan, Taipei (""A cozy spot for coffee and conversation."") ",2019-04-01 11:46:03+08:00
photos_72,"I took a photo of Café at the coffee shop of Cama Cafe in Huashan, Taipei (""A cup of coffee and a moment of peace."") ","I took a photo of Café at the coffee shop of Cama Cafe in Huashan, Taipei (""A cup of coffee and a moment of peace."") ",2019-04-01 11:46:13+08:00
photos_73,"I took a photo of Coffeehouse at the coffee shop of Cama Cafe in Huashan, Taipei (""A cozy spot for coffee and conversation."") ","I took a photo of Coffeehouse at the coffee shop of Cama Cafe in Huashan, Taipei (""A cozy spot for coffee and conversation."") ",2019-04-01 11:46:18+08:00
photos_74,"I took a photo of Kaya toast at the delicatessen of Cama Cafe in Huashan, Taipei (""A classic Singaporean breakfast."") ","I took a photo of Kaya toast at the delicatessen of Cama Cafe in Huashan, Taipei (""A classic Singaporean breakfast."") ",2019-04-01 11:50:40+08:00
photos_75,"I took a photo of Café at the coffee shop of Cama Cafe in Huashan, Taipei (""A cup of coffee and a moment of peace."") ","I took a photo of Café at the coffee shop of Cama Cafe in Huashan, Taipei (""A cup of coffee and a moment of peace."") ",2019-04-01 13:05:56+08:00
photos_76,"I took a photo of Motherboard at the junkyard of Taipei's KuanHua Market (""Outdated technology discarded."") ","I took a photo of Motherboard at the junkyard of Taipei's KuanHua Market (""Outdated technology discarded."") ",2019-04-01 13:10:47+08:00
photos_77,"I took a photo of Taiwanese opera at the legislative chamber of Exploring Chiang Kai-shek Memorial Hall (""Traditional Taiwanese Opera in the Legislative Chamber"") ","I took a photo of Taiwanese opera at the legislative chamber of Exploring Chiang Kai-shek Memorial Hall (""Traditional Taiwanese Opera in the Legislative Chamber"") ",2019-04-01 14:08:24+08:00
photos_78,"I took a photo of Statue at the legislative chamber of Exploring Chiang Kai-shek Memorial Hall (""A symbol of democracy."") ","I took a photo of Statue at the legislative chamber of Exploring Chiang Kai-shek Memorial Hall (""A symbol of democracy."") ",2019-04-01 14:09:49+08:00
photos_79,"I took a photo of Statue at the legislative chamber of Taipei's Democracy Boulevard (""A symbol of democracy."") ","I took a photo of Statue at the legislative chamber of Taipei's Democracy Boulevard (""A symbol of democracy."") ",2019-04-01 14:09:52+08:00
photos_80,"I took a photo of Presidential palace at the asia temple of Exploring Chiang Kai-shek Memorial Hall (""The Presidential Palace of Asia."") ","I took a photo of Presidential palace at the asia temple of Exploring Chiang Kai-shek Memorial Hall (""The Presidential Palace of Asia."") ",2019-04-01 14:12:25+08:00
photos_81,"I took a photo of Presidential palace at the asia temple of Exploring Longtsakoo, Taiwan (""The Presidential Palace of Asia."") ","I took a photo of Presidential palace at the asia temple of Exploring Longtsakoo, Taiwan (""The Presidential Palace of Asia."") ",2019-04-01 14:13:29+08:00
photos_82,"I took a photo of Chinese architecture at the asia temple of Exploring Chiang Kai-shek Memorial Hall (""Ancient beauty."") ","I took a photo of Chinese architecture at the asia temple of Exploring Chiang Kai-shek Memorial Hall (""Ancient beauty."") ",2019-04-01 14:19:18+08:00
photos_83,"I took a photo of Chinese architecture at the asia temple of Exploring Longtsakoo, Taipei (""Ancient beauty."") ","I took a photo of Chinese architecture at the asia temple of Exploring Longtsakoo, Taipei (""Ancient beauty."") ",2019-04-01 14:32:33+08:00
photos_84,"I took a photo of Chinese architecture at the asia temple of Exploring Longtsakoo, Taiwan (""Ancient beauty."") ","I took a photo of Chinese architecture at the asia temple of Exploring Longtsakoo, Taiwan (""Ancient beauty."") ",2019-04-01 14:32:43+08:00
photos_85,"I took a photo of Presidential palace at the asia temple of Taipei's Liberty Square (""The Presidential Palace of Asia."") ","I took a photo of Presidential palace at the asia temple of Taipei's Liberty Square (""The Presidential Palace of Asia."") ",2019-04-01 14:34:37+08:00
photos_86,"I took a photo of Observation tower at the tower of Photographing Platform in Taipei (""A view from the top."") ","I took a photo of Observation tower at the tower of Photographing Platform in Taipei (""A view from the top."") ",2019-04-01 18:04:00+08:00
photos_87,"I took a photo of Mount scenery at the downtown of Exploring Sanli Village, Taipei (""A majestic view."") ","I took a photo of Mount scenery at the downtown of Exploring Sanli Village, Taipei (""A majestic view."") ",2019-04-01 18:10:42+08:00
photos_88,"I took a photo of Landmark at the tower of Exploring Liuhe Village Trail (""A view from the top."") ","I took a photo of Landmark at the tower of Exploring Liuhe Village Trail (""A view from the top."") ",2019-04-01 18:16:02+08:00
photos_89,I took a photo of Taiwan passport at the downtown of Exploring Taipei: 梅花球場 (Exploring Taiwan.) ,I took a photo of Taiwan passport at the downtown of Exploring Taipei: 梅花球場 (Exploring Taiwan.) ,2019-04-01 18:16:44+08:00
photos_90,"I took a photo of Landmark at the tower of Exploring Xiangshan Tunnel (""A view from the top."") ","I took a photo of Landmark at the tower of Exploring Xiangshan Tunnel (""A view from the top."") ",2019-04-01 18:18:23+08:00
photos_91,"I took a photo of Landmark at the tower of Exploring Xiangshan Tunnel (""A view from the top."") ","I took a photo of Landmark at the tower of Exploring Xiangshan Tunnel (""A view from the top."") ",2019-04-01 18:18:34+08:00
photos_92,"I took a photo of Landmark at the tower of Exploring Taipei from the Xinyi District (""A view from the top."") ","I took a photo of Landmark at the tower of Exploring Taipei from the Xinyi District (""A view from the top."") ",2019-04-01 18:18:54+08:00
photos_93,"I took a photo of Taiwan passport at the downtown of Exploring Sanli Village, Taipei (Exploring Taiwan.) ","I took a photo of Taiwan passport at the downtown of Exploring Sanli Village, Taipei (Exploring Taiwan.) ",2019-04-01 18:19:16+08:00
photos_94,"I took a photo of Mount scenery at the mountain of Exploring Sanli Village, Taipei (""Majestic beauty."") ","I took a photo of Mount scenery at the mountain of Exploring Sanli Village, Taipei (""Majestic beauty."") ",2019-04-01 18:27:54+08:00
photos_95,"I took a photo of Mount scenery at the downtown of Exploring Sanli Village, Taipei (""A majestic view."") ","I took a photo of Mount scenery at the downtown of Exploring Sanli Village, Taipei (""A majestic view."") ",2019-04-01 18:28:24+08:00
photos_96,"I took a photo of Taiwan passport at the tower of Exploring Sanli Village, Taipei (Exploring Taiwan.) ","I took a photo of Taiwan passport at the tower of Exploring Sanli Village, Taipei (Exploring Taiwan.) ",2019-04-01 18:30:30+08:00
photos_97,"I took a photo of Mount scenery at the downtown of Exploring Sanli Village, Taipei (""A majestic view."") ","I took a photo of Mount scenery at the downtown of Exploring Sanli Village, Taipei (""A majestic view."") ",2019-04-01 18:30:38+08:00
photos_98,"I took a photo of Mount scenery at the mountain of Exploring Sanli Village, Taipei (""Majestic beauty."") ","I took a photo of Mount scenery at the mountain of Exploring Sanli Village, Taipei (""Majestic beauty."") ",2019-04-01 18:30:50+08:00
