id,desc,details,date
photos_121,"I took a photo of Aesculus californica at the orchard of ""Texas Home on Greg Street"" (California Buckeye in bloom.) ","I took a photo of Aesculus californica at the orchard of ""Texas Home on Greg Street"" (California Buckeye in bloom.) ",2019-04-11 17:50:51-07:00
photos_122,"I took a photo of Calamondin at the orchard of ""Texas Home on Greg Street"" (A burst of citrus in the orchard.) ","I took a photo of Calamondin at the orchard of ""Texas Home on Greg Street"" (A burst of citrus in the orchard.) ",2019-04-11 17:50:53-07:00
photos_123,"I took a photo of Fruit tree at the orchard of ""Texas Home on Greg Street"" (""A bounty of fruit."") ","I took a photo of Fruit tree at the orchard of ""Texas Home on Greg Street"" (""A bounty of fruit."") ",2019-04-11 17:51:04-07:00
photos_124,"I took a photo of Crabapple at the orchard of ""Texas Home on Greg Street"" (""A splash of color."") ","I took a photo of Crabapple at the orchard of ""Texas Home on Greg Street"" (""A splash of color."") ",2019-04-11 17:51:03-07:00
photos_125,"I took a photo of Fernleaf lavender at the vegetation desert of ""Texas Home on Greg Street"" (""A splash of color in the desert."") ","I took a photo of Fernleaf lavender at the vegetation desert of ""Texas Home on Greg Street"" (""A splash of color in the desert."") ",2019-04-13 13:08:12-07:00
photos_126,"I took a photo of Fernleaf lavender at the vegetation desert of ""Texas Home on Greg Street"" (""A splash of color in the desert."") ","I took a photo of Fernleaf lavender at the vegetation desert of ""Texas Home on Greg Street"" (""A splash of color in the desert."") ",2019-04-13 13:23:32-07:00
photos_127,"I took a photo of Eschscholzia californica at the yard of ""Texas Home on Greg Street"" (California Poppies in bloom.) ","I took a photo of Eschscholzia californica at the yard of ""Texas Home on Greg Street"" (California Poppies in bloom.) ",2019-04-13 13:23:49-07:00
photos_128,"I took a photo of Fernleaf lavender at the yard of ""Texas Home on Greg Street"" (""Fragrant beauty."") ","I took a photo of Fernleaf lavender at the yard of ""Texas Home on Greg Street"" (""Fragrant beauty."") ",2019-04-13 13:24:21-07:00
photos_129,"I took a photo of Rock rose at the vegetation desert of ""Texas Home on Greg Street"" (""A splash of color in the desert."") ","I took a photo of Rock rose at the vegetation desert of ""Texas Home on Greg Street"" (""A splash of color in the desert."") ",2019-04-14 08:23:09-07:00
photos_130,"I took a photo of Rock rose at the vegetation desert of ""Texas Home on Greg Street"" (""A splash of color in the desert."") ","I took a photo of Rock rose at the vegetation desert of ""Texas Home on Greg Street"" (""A splash of color in the desert."") ",2019-04-14 08:23:14-07:00
photos_131,"I took a photo of Rock rose at the botanical garden of ""Texas Home on Greg Street"" (""Beauty in the Garden"") ","I took a photo of Rock rose at the botanical garden of ""Texas Home on Greg Street"" (""Beauty in the Garden"") ",2019-04-14 11:09:42-07:00
photos_132,"I took a photo of Rock rose at the vegetation desert of ""Texas Home on Greg Street"" (""A splash of color in the desert."") ","I took a photo of Rock rose at the vegetation desert of ""Texas Home on Greg Street"" (""A splash of color in the desert."") ",2019-04-14 11:09:56-07:00
photos_133,"I took a photo of Eco hotel at the outdoor hotel of Vancouver's Canada Place (""A peaceful retreat in nature."") ","I took a photo of Eco hotel at the outdoor hotel of Vancouver's Canada Place (""A peaceful retreat in nature."") ",2019-04-14 19:19:06-07:00
photos_134,"I took a photo of Convention center at the roof garden of Vancouver's Canada Place (""A view from above."") ","I took a photo of Convention center at the roof garden of Vancouver's Canada Place (""A view from above."") ",2019-04-14 19:28:23-07:00
photos_135,"I took a photo of Cable-stayed bridge at the bridge of Exploring Gastown, Vancouver (""A modern marvel."") ","I took a photo of Cable-stayed bridge at the bridge of Exploring Gastown, Vancouver (""A modern marvel."") ",2019-04-14 20:40:40-07:00
photos_136,"I took a photo of Convention center at the outdoor hotel of Vancouver's Canada Place (""A gathering place for all."") ","I took a photo of Convention center at the outdoor hotel of Vancouver's Canada Place (""A gathering place for all."") ",2019-04-15 08:03:01-07:00
photos_137,"I took a photo of Panorama at the conference center of Vancouver's Canada Place (""A view of the conference center."") ","I took a photo of Panorama at the conference center of Vancouver's Canada Place (""A view of the conference center."") ",2019-04-15 08:03:20-07:00
photos_138,"I took a photo of Shoe at the shoe shop of Vancouver's Canada Place (""Step into style."") ","I took a photo of Shoe at the shoe shop of Vancouver's Canada Place (""Step into style."") ",2019-04-15 12:16:09-07:00
photos_139,"I took a photo of Veggie burger at the fastfood restaurant of Luxury in Gastown, Vancouver (""Tasty and healthy!"") ","I took a photo of Veggie burger at the fastfood restaurant of Luxury in Gastown, Vancouver (""Tasty and healthy!"") ",2019-04-15 12:34:01-07:00
photos_140,"I took a photo of Electric griddle at the kitchen of Gastown Nail Salon (""Cooking made easy!"") ","I took a photo of Electric griddle at the kitchen of Gastown Nail Salon (""Cooking made easy!"") ",2019-04-15 13:45:18-07:00
photos_141,"I took a photo of Food warmer at the indoor booth of Vancouver Convention Centre West (""Keeping it warm."") ","I took a photo of Food warmer at the indoor booth of Vancouver Convention Centre West (""Keeping it warm."") ",2019-04-15 13:47:29-07:00
photos_142,"I took a photo of Food dehydrator at the kitchen of Gastown Nail Salon (""Preserving the harvest."") ","I took a photo of Food dehydrator at the kitchen of Gastown Nail Salon (""Preserving the harvest."") ",2019-04-15 13:47:35-07:00
photos_143,I took a photo of Barista at the coffee shop of Vancouver Convention Centre West (Brewing up a fresh cup of coffee.) ,I took a photo of Barista at the coffee shop of Vancouver Convention Centre West (Brewing up a fresh cup of coffee.) ,2019-04-15 14:19:43-07:00
photos_144,"I took a photo of Single-origin coffee at the coffee shop of Vancouver Convention Centre West (""Freshly brewed."") ","I took a photo of Single-origin coffee at the coffee shop of Vancouver Convention Centre West (""Freshly brewed."") ",2019-04-15 14:19:45-07:00
photos_145,"I took a photo of Single-origin coffee at the coffee shop of Vancouver Convention Centre West (""Freshly brewed."") ","I took a photo of Single-origin coffee at the coffee shop of Vancouver Convention Centre West (""Freshly brewed."") ",2019-04-15 14:19:50-07:00
photos_146,I took a photo of Barista at the coffee shop of Vancouver Convention Centre West (Brewing up a fresh cup of coffee.) ,I took a photo of Barista at the coffee shop of Vancouver Convention Centre West (Brewing up a fresh cup of coffee.) ,2019-04-15 14:19:55-07:00
photos_147,I took a photo of Barista at the coffee shop of Vancouver Convention Centre West (Brewing up a fresh cup of coffee.) ,I took a photo of Barista at the coffee shop of Vancouver Convention Centre West (Brewing up a fresh cup of coffee.) ,2019-04-15 14:19:56-07:00
photos_148,I took a photo of Portafilter at the coffee shop of Vancouver Convention Centre West (Brewing a perfect cup.) ,I took a photo of Portafilter at the coffee shop of Vancouver Convention Centre West (Brewing a perfect cup.) ,2019-04-15 14:20:02-07:00
photos_149,I took a photo of Portafilter at the coffee shop of Vancouver Convention Centre West (Brewing a perfect cup.) ,I took a photo of Portafilter at the coffee shop of Vancouver Convention Centre West (Brewing a perfect cup.) ,2019-04-15 14:20:03-07:00
photos_150,I took a photo of Espresso machine at the coffee shop of Vancouver Convention Centre West (Brewing a perfect cup.) ,I took a photo of Espresso machine at the coffee shop of Vancouver Convention Centre West (Brewing a perfect cup.) ,2019-04-15 14:20:07-07:00
photos_151,I took a photo of Barista at the coffee shop of Vancouver Convention Centre West (Brewing up a fresh cup of coffee.) ,I took a photo of Barista at the coffee shop of Vancouver Convention Centre West (Brewing up a fresh cup of coffee.) ,2019-04-15 14:20:07-07:00
photos_152,I took a photo of Espresso machine at the coffee shop of Vancouver Convention Centre West (Brewing a perfect cup.) ,I took a photo of Espresso machine at the coffee shop of Vancouver Convention Centre West (Brewing a perfect cup.) ,2019-04-15 14:20:08-07:00
photos_153,I took a photo of Espresso machine at the coffee shop of Vancouver Convention Centre West (Brewing a perfect cup.) ,I took a photo of Espresso machine at the coffee shop of Vancouver Convention Centre West (Brewing a perfect cup.) ,2019-04-15 14:20:19-07:00
photos_154,I took a photo of Barista at the coffee shop of Vancouver Convention Centre West (Brewing up a fresh cup of coffee.) ,I took a photo of Barista at the coffee shop of Vancouver Convention Centre West (Brewing up a fresh cup of coffee.) ,2019-04-15 14:20:20-07:00
photos_155,"I took a photo of Harbor at the harbor of Gastown's Bellaggio Café & Gelateria (""A peaceful view."") ","I took a photo of Harbor at the harbor of Gastown's Bellaggio Café & Gelateria (""A peaceful view."") ",2019-04-15 15:21:26-07:00
photos_156,I took a photo of Victoria day at the harbor of Vancouver's Canada Place (Celebrating Victoria Day in the harbor.) ,I took a photo of Victoria day at the harbor of Vancouver's Canada Place (Celebrating Victoria Day in the harbor.) ,2019-04-15 15:25:50-07:00
photos_157,I took a photo of Panorama at the heliport of Vancouver's Canada Place (Aerial view of the heliport.) ,I took a photo of Panorama at the heliport of Vancouver's Canada Place (Aerial view of the heliport.) ,2019-04-15 15:25:58-07:00
photos_158,"I took a photo of Stage at the indoor stage of Gastown Nail Salon (""Ready for the show!"") ","I took a photo of Stage at the indoor stage of Gastown Nail Salon (""Ready for the show!"") ",2019-04-15 18:30:43-07:00
photos_159,"I took a photo of Stage at the indoor stage of Vancouver Convention Centre West (""Ready for the show!"") ","I took a photo of Stage at the indoor stage of Vancouver Convention Centre West (""Ready for the show!"") ",2019-04-15 18:30:48-07:00
photos_160,"I took a photo of Performance at the indoor stage of Vancouver Convention Centre West (""A captivating performance."") ","I took a photo of Performance at the indoor stage of Vancouver Convention Centre West (""A captivating performance."") ",2019-04-15 18:31:20-07:00
photos_161,"I took a photo of Performance at the indoor stage of Vancouver Convention Centre West (""A captivating performance."") ","I took a photo of Performance at the indoor stage of Vancouver Convention Centre West (""A captivating performance."") ",2019-04-15 18:31:22-07:00
photos_162,"I took a photo of Interactive kiosk at the indoor booth of Vancouver's Shaw Tower (""Explore the possibilities with an interactive kiosk."") ","I took a photo of Interactive kiosk at the indoor booth of Vancouver's Shaw Tower (""Explore the possibilities with an interactive kiosk."") ",2019-04-16 07:52:35-07:00
photos_163,"I took a photo of Interactive kiosk at the indoor booth of Vancouver's Shaw Tower (""Explore the possibilities with an interactive kiosk."") ","I took a photo of Interactive kiosk at the indoor booth of Vancouver's Shaw Tower (""Explore the possibilities with an interactive kiosk."") ",2019-04-16 07:52:38-07:00
photos_164,"I took a photo of Interactive kiosk at the indoor booth of Vancouver's Shaw Tower (""Explore the possibilities with an interactive kiosk."") ","I took a photo of Interactive kiosk at the indoor booth of Vancouver's Shaw Tower (""Explore the possibilities with an interactive kiosk."") ",2019-04-16 07:52:47-07:00
photos_165,"I took a photo of Interactive kiosk at the indoor booth of Vancouver's Shaw Tower (""Explore the possibilities with an interactive kiosk."") ","I took a photo of Interactive kiosk at the indoor booth of Vancouver's Shaw Tower (""Explore the possibilities with an interactive kiosk."") ",2019-04-16 07:52:51-07:00
photos_166,"I took a photo of Presentation at the indoor stage of Vancouver Convention Centre West (""Ready to present!"") ","I took a photo of Presentation at the indoor stage of Vancouver Convention Centre West (""Ready to present!"") ",2019-04-16 10:02:50-07:00
photos_167,"I took a photo of Superfood at the coffee shop of Vancouver Convention Centre West (""Healthy and delicious!"") ","I took a photo of Superfood at the coffee shop of Vancouver Convention Centre West (""Healthy and delicious!"") ",2019-04-16 10:35:31-07:00
photos_168,"I took a photo of Microphone stand at the indoor stage of Vancouver Convention Centre West (""Ready to rock!"") ","I took a photo of Microphone stand at the indoor stage of Vancouver Convention Centre West (""Ready to rock!"") ",2019-04-16 11:33:45-07:00
photos_169,"I took a photo of Presentation at the conference room of Vancouver's Olympic Cauldron (""Sharing ideas."") ","I took a photo of Presentation at the conference room of Vancouver's Olympic Cauldron (""Sharing ideas."") ",2019-04-16 15:58:10-07:00
photos_170,"I took a photo of Public speaking at the auditorium of Vancouver Convention Centre West (""Speaking to a crowd."") ","I took a photo of Public speaking at the auditorium of Vancouver Convention Centre West (""Speaking to a crowd."") ",2019-04-17 08:56:50-07:00
photos_171,"I took a photo of Public speaking at the auditorium of Vancouver Convention Centre West (""Speaking to a crowd."") ","I took a photo of Public speaking at the auditorium of Vancouver Convention Centre West (""Speaking to a crowd."") ",2019-04-17 09:16:52-07:00
photos_172,"I took a photo of Ipad at the runway of Vancouver Convention Centre West (""Tech on the go."") ","I took a photo of Ipad at the runway of Vancouver Convention Centre West (""Tech on the go."") ",2019-04-17 09:51:56-07:00
photos_173,"I took a photo of Mixed-use at the skyscraper of Vancouver Convention Centre West (""Urban living at its finest."") ","I took a photo of Mixed-use at the skyscraper of Vancouver Convention Centre West (""Urban living at its finest."") ",2019-04-17 12:32:29-07:00
photos_174,"I took a photo of Pitch and putt at the performance arena of Vancouver Convention Centre West (""Putting for glory!"") ","I took a photo of Pitch and putt at the performance arena of Vancouver Convention Centre West (""Putting for glory!"") ",2019-04-17 12:35:20-07:00
photos_175,"I took a photo of Eco hotel at the conference center of Vancouver Convention Centre West (""Sustainable hospitality at its finest."") ","I took a photo of Eco hotel at the conference center of Vancouver Convention Centre West (""Sustainable hospitality at its finest."") ",2019-04-17 12:43:24-07:00
photos_176,"I took a photo of Eco hotel at the public atrium of Vancouver Convention Centre West (""A tranquil oasis in the city."") ","I took a photo of Eco hotel at the public atrium of Vancouver Convention Centre West (""A tranquil oasis in the city."") ",2019-04-17 12:43:27-07:00
photos_177,I took a photo of Academic conference at the conference room of Vancouver Convention Centre West (Academic minds come together.) ,I took a photo of Academic conference at the conference room of Vancouver Convention Centre West (Academic minds come together.) ,2019-04-17 13:44:56-07:00
photos_178,"I took a photo of Public speaking at the ocean deep underwater of Vancouver Convention Centre West (""Speaking Under the Sea"") ","I took a photo of Public speaking at the ocean deep underwater of Vancouver Convention Centre West (""Speaking Under the Sea"") ",2019-04-17 18:34:48-07:00
photos_179,"I took a photo of Presentation at the landfill of Vancouver Convention Centre West (""A stark reminder of our waste."") ","I took a photo of Presentation at the landfill of Vancouver Convention Centre West (""A stark reminder of our waste."") ",2019-04-18 09:25:03-07:00
photos_180,"I took a photo of Public speaking at the indoor stage of Vancouver Convention Centre West (""Speaking to the crowd."") ","I took a photo of Public speaking at the indoor stage of Vancouver Convention Centre West (""Speaking to the crowd."") ",2019-04-18 11:48:54-07:00
photos_181,"I took a photo of Hardware accessory at the home theater of Vancouver Convention Centre West (""Complete the setup."") ","I took a photo of Hardware accessory at the home theater of Vancouver Convention Centre West (""Complete the setup."") ",2019-04-18 12:29:21-07:00
photos_182,"I took a photo of Public speaking at the classroom of Vancouver's Canada Place (""Learning to communicate effectively."") ","I took a photo of Public speaking at the classroom of Vancouver's Canada Place (""Learning to communicate effectively."") ",2019-04-18 16:25:56-07:00
photos_183,"I took a photo of Aerialist at the performance arena of Vancouver Convention Centre West (""Aerialist in flight."") ","I took a photo of Aerialist at the performance arena of Vancouver Convention Centre West (""Aerialist in flight."") ",2019-04-18 17:10:13-07:00
photos_184,"I took a photo of Public speaking at the indoor stage of Vancouver Convention Centre West (""Speaking to the crowd."") ","I took a photo of Public speaking at the indoor stage of Vancouver Convention Centre West (""Speaking to the crowd."") ",2019-04-19 11:21:20-07:00
photos_185,"I took a photo of Public speaking at the indoor stage of Vancouver Convention Centre West (""Speaking to the crowd."") ","I took a photo of Public speaking at the indoor stage of Vancouver Convention Centre West (""Speaking to the crowd."") ",2019-04-19 11:22:29-07:00
photos_186,"I took a photo of Presentation at the auditorium of Vancouver Convention Centre West (""Ready to present!"") ","I took a photo of Presentation at the auditorium of Vancouver Convention Centre West (""Ready to present!"") ",2019-04-19 11:34:21-07:00
photos_187,"I took a photo of Presentation at the indoor stage of Vancouver Convention Centre West (""Ready to present!"") ","I took a photo of Presentation at the indoor stage of Vancouver Convention Centre West (""Ready to present!"") ",2019-04-19 11:37:25-07:00
photos_188,"I took a photo of Public speaking at the auditorium of Vancouver Convention Centre West (""Speaking to a crowd."") ","I took a photo of Public speaking at the auditorium of Vancouver Convention Centre West (""Speaking to a crowd."") ",2019-04-19 11:38:46-07:00
photos_189,"I took a photo of Public speaking at the auditorium of Vancouver Convention Centre West (""Speaking to a crowd."") ","I took a photo of Public speaking at the auditorium of Vancouver Convention Centre West (""Speaking to a crowd."") ",2019-04-19 11:39:45-07:00
photos_190,"I took a photo of Tesla bluestar at the car interior of Old School Iron in Amarillo, TX (""Luxury at its finest."") ","I took a photo of Tesla bluestar at the car interior of Old School Iron in Amarillo, TX (""Luxury at its finest."") ",2019-04-20 11:12:11-07:00
photos_191,"I took a photo of Fernleaf lavender at the formal garden of ""Texas Home on Greg Street"" (""Fragrant beauty in the formal garden."") ","I took a photo of Fernleaf lavender at the formal garden of ""Texas Home on Greg Street"" (""Fragrant beauty in the formal garden."") ",2019-04-20 13:02:58-07:00
photos_192,"I took a photo of Energy bar at the pantry of ""Texas Home on Greg Street"" (""Grab and go!"") ","I took a photo of Energy bar at the pantry of ""Texas Home on Greg Street"" (""Grab and go!"") ",2019-04-20 14:04:32-07:00
photos_193,"I took a photo of Invoice at the hospital of ""Texas Home on Greg Street"" (""Medical care in progress."") ","I took a photo of Invoice at the hospital of ""Texas Home on Greg Street"" (""Medical care in progress."") ",2019-04-20 17:58:49-07:00
photos_194,"I took a photo of Invoice at the hospital room of ""Texas Home on Greg Street"" (""Medical care in progress."") ","I took a photo of Invoice at the hospital room of ""Texas Home on Greg Street"" (""Medical care in progress."") ",2019-04-20 17:58:54-07:00
photos_195,"I took a photo of Sweet pepperbush at the broadleaf forest of ""Texas Home on Greg Street"" (""A splash of color in the woods."") ","I took a photo of Sweet pepperbush at the broadleaf forest of ""Texas Home on Greg Street"" (""A splash of color in the woods."") ",2019-04-21 10:33:26-07:00
photos_196,"I took a photo of Aesculus californica at the japanese garden of ""Texas Home on Greg Street"" (""California Buckeye in bloom"") ","I took a photo of Aesculus californica at the japanese garden of ""Texas Home on Greg Street"" (""California Buckeye in bloom"") ",2019-04-21 11:39:34-07:00
photos_197,"I took a photo of Aesculus californica at the japanese garden of ""Texas Home on Greg Street"" (""California Buckeye in bloom"") ","I took a photo of Aesculus californica at the japanese garden of ""Texas Home on Greg Street"" (""California Buckeye in bloom"") ",2019-04-21 11:39:50-07:00
photos_198,"I took a photo of Smoketree at the yard of ""Texas Home on Greg Street"" (""Beautiful smoketree in the yard."") ","I took a photo of Smoketree at the yard of ""Texas Home on Greg Street"" (""Beautiful smoketree in the yard."") ",2019-04-21 11:41:20-07:00
photos_199,"I took a photo of Smoketree at the driveway of ""Texas Home on Greg Street"" (""Beautiful smoketree in the driveway."") ","I took a photo of Smoketree at the driveway of ""Texas Home on Greg Street"" (""Beautiful smoketree in the driveway."") ",2019-04-21 11:41:39-07:00
photos_200,"I took a photo of Fernleaf lavender at the driveway of ""Texas Home on Greg Street"" (""Fragrant beauty."") ","I took a photo of Fernleaf lavender at the driveway of ""Texas Home on Greg Street"" (""Fragrant beauty."") ",2019-04-23 08:14:56-07:00
photos_201,"I took a photo of Fernleaf lavender at the driveway of ""Texas Home on Greg Street"" (""Fragrant beauty."") ","I took a photo of Fernleaf lavender at the driveway of ""Texas Home on Greg Street"" (""Fragrant beauty."") ",2019-04-23 08:14:55-07:00
photos_202,"I took a photo of Receipt at the supermarket of ""Texas Home on Greg Street"" (Grocery shopping done!) ","I took a photo of Receipt at the supermarket of ""Texas Home on Greg Street"" (Grocery shopping done!) ",2019-04-23 12:25:08-07:00
photos_203,"I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 18:32:53-07:00
photos_204,"I took a photo of Canyon at the canyon of Exploring Mather Point, Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring Mather Point, Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 18:35:19-07:00
photos_205,"I took a photo of Canyon at the canyon of Exploring Mather Point, Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring Mather Point, Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 18:35:28-07:00
photos_206,"I took a photo of Canyon at the canyon of Exploring Mather Point, Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring Mather Point, Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 18:35:38-07:00
photos_207,"I took a photo of Canyon at the canyon of Exploring Mather Point, Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring Mather Point, Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 18:43:55-07:00
photos_208,"I took a photo of Canyon at the canyon of Exploring Mather Point, Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring Mather Point, Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 18:45:25-07:00
photos_209,"I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 18:50:35-07:00
photos_210,"I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 18:52:17-07:00
photos_211,"I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 18:52:16-07:00
photos_212,"I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 18:55:48-07:00
photos_213,"I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 18:55:59-07:00
photos_214,"I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 18:59:17-07:00
photos_215,"I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 18:59:23-07:00
photos_216,"I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 18:59:30-07:00
photos_217,"I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 19:06:22-07:00
photos_218,"I took a photo of Sunrise at the canyon of Exploring the Grand Canyon (""A new day dawns."") ","I took a photo of Sunrise at the canyon of Exploring the Grand Canyon (""A new day dawns."") ",2019-04-24 19:07:27-07:00
photos_219,"I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 19:10:19-07:00
photos_220,"I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 19:10:24-07:00
photos_221,"I took a photo of Canyon at the canyon of Exploring Yavapai Point, Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring Yavapai Point, Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 19:13:51-07:00
photos_222,"I took a photo of Canyon at the canyon of Exploring Yavapai Point, Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring Yavapai Point, Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 19:13:55-07:00
photos_223,"I took a photo of Canyon at the canyon of Exploring Yavapai Lodge Road (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring Yavapai Lodge Road (""Awe-inspiring beauty."") ",2019-04-24 19:15:23-07:00
photos_224,"I took a photo of Canyon at the canyon of Exploring Yavapai Point, Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring Yavapai Point, Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 19:21:41-07:00
photos_225,"I took a photo of Canyon at the canyon of Exploring Yavapai Point, Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring Yavapai Point, Grand Canyon (""Awe-inspiring beauty."") ",2019-04-24 19:21:48-07:00
photos_226,"I took a photo of Canyon at the canyon of Exploring Mather Point (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring Mather Point (""Awe-inspiring beauty."") ",2019-04-25 05:37:52-07:00
photos_227,"I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring the Grand Canyon (""Awe-inspiring beauty."") ",2019-04-25 05:39:19-07:00
photos_228,"I took a photo of Canyon at the canyon of Exploring Yavapai Lodge Road (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring Yavapai Lodge Road (""Awe-inspiring beauty."") ",2019-04-25 05:41:32-07:00
photos_229,"I took a photo of Canyon at the canyon of Exploring Mather Point (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring Mather Point (""Awe-inspiring beauty."") ",2019-04-25 05:43:36-07:00
photos_230,"I took a photo of Sunrise at the canyon of Exploring Mather Point (""A new day dawns."") ","I took a photo of Sunrise at the canyon of Exploring Mather Point (""A new day dawns."") ",2019-04-25 05:43:42-07:00
photos_231,"I took a photo of Sunrise at the canyon of Exploring Mather Point (""A new day dawns."") ","I took a photo of Sunrise at the canyon of Exploring Mather Point (""A new day dawns."") ",2019-04-25 05:44:01-07:00
photos_232,"I took a photo of Lens flare at the canyon of Exploring Mather Point (""A burst of light in the canyon."") ","I took a photo of Lens flare at the canyon of Exploring Mather Point (""A burst of light in the canyon."") ",2019-04-25 05:44:16-07:00
photos_233,"I took a photo of Sunrise at the canyon of Exploring Mather Point (""A new day dawns."") ","I took a photo of Sunrise at the canyon of Exploring Mather Point (""A new day dawns."") ",2019-04-25 05:44:18-07:00
photos_234,"I took a photo of Lens flare at the canyon of Exploring Mather Point (""A burst of light in the canyon."") ","I took a photo of Lens flare at the canyon of Exploring Mather Point (""A burst of light in the canyon."") ",2019-04-25 05:44:23-07:00
photos_235,"I took a photo of Sunrise at the canyon of Exploring Mather Point (""A new day dawns."") ","I took a photo of Sunrise at the canyon of Exploring Mather Point (""A new day dawns."") ",2019-04-25 05:45:05-07:00
photos_236,"I took a photo of Sunrise at the canyon of Exploring Yavapai Lodge Road (""A new day dawns."") ","I took a photo of Sunrise at the canyon of Exploring Yavapai Lodge Road (""A new day dawns."") ",2019-04-25 05:46:17-07:00
photos_237,"I took a photo of Sunrise at the canyon of Exploring Mather Point (""A new day dawns."") ","I took a photo of Sunrise at the canyon of Exploring Mather Point (""A new day dawns."") ",2019-04-25 05:46:26-07:00
photos_238,"I took a photo of Canyon at the canyon of Exploring Mather Point (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring Mather Point (""Awe-inspiring beauty."") ",2019-04-25 05:47:17-07:00
photos_239,"I took a photo of Sunrise at the canyon of Exploring Mather Point (""A new day dawns."") ","I took a photo of Sunrise at the canyon of Exploring Mather Point (""A new day dawns."") ",2019-04-25 05:47:39-07:00
photos_240,"I took a photo of Sunrise at the canyon of Exploring Mather Point (""A new day dawns."") ","I took a photo of Sunrise at the canyon of Exploring Mather Point (""A new day dawns."") ",2019-04-25 05:47:50-07:00
photos_241,"I took a photo of Canyon at the canyon of Exploring Mather Point (""Awe-inspiring beauty."") ","I took a photo of Canyon at the canyon of Exploring Mather Point (""Awe-inspiring beauty."") ",2019-04-25 05:47:49-07:00
